AGM00060515	,134.4971098265896,134.4971098265896
AGM00060602	,167.81314878892732,167.81314878892732
AJ000037769	,148.9047619047619,148.9047619047619
AJ000037985	,106.41201716738198,106.41201716738198
ALE00108905	,None,NaN
AM000037787	,70.61111111111111,70.61111111111111
AM000037874	,57.07142857142857,57.07142857142857
AR000087078	,166.74486803519062,166.74486803519062
AR000087828	,69.27397260273973,69.27397260273973
AR000875850	,135.84931506849315,135.84931506849315
ARM00087121	,140.14847161572052,140.14847161572052
ARM00087178	,168.67932489451476,168.67932489451476
ARM00087244	,100.10958904109589,100.10958904109589
ARM00087448	,82.14354066985646,82.14354066985646
ARM00087637	,46.10526315789474,46.10526315789474
ARM00087643	,110.56,110.56
ARM00087679	,40.0,40.0
ARM00087880	,40.51428571428571,
ARM00087934	,7.65034965034965,7.65034965034965
ASM00094299	,None,NaN
ASN00004084	,218.34710743801654,218.34710743801654
ASN00005008	,192.26038781163436,192.26038781163436
ASN00008095	,123.31955922865014,123.31955922865014
ASN00009067	,128.6122448979592,128.6122448979592
ASN00009106	,111.4396551724138,111.4396551724138
ASN00009871	,118.67610062893081,118.67610062893081
ASN00010144	,111.8374655647383,111.8374655647383
ASN00010579	,97.27671232876712,97.27671232876712
ASN00013012	,165.73863636363637,165.73863636363637
ASN00014011	,248.71428571428572,248.71428571428572
ASN00014932	,198.46745562130178,198.46745562130178
ASN00015511	,141.72106824925817,141.72106824925817
ASN00017110	,131.66666666666666,131.66666666666666
ASN00018070	,128.0027397260274,128.0027397260274
ASN00018079	,130.1861111111111,130.1861111111111
ASN00018103	,123.99450549450549,123.99450549450549
ASN00018139	,101.76164383561644,101.76164383561644
ASN00020026	,92.00874635568513,92.00874635568513
ASN00021046	,101.54328358208956,101.54328358208956
ASN00022018	,118.89010989010988,118.89010989010988
ASN00022801	,115.02808988764045,115.02808988764045
ASN00023842	,83.71148459383754,83.71148459383754
ASN00024016	,108.48076923076923,108.48076923076923
ASN00031084	,240.63013698630138,240.63013698630138
ASN00033013	,160.74520547945207,160.74520547945207
ASN00035149	,145.46703296703296,145.46703296703296
ASN00036031	,151.04657534246576,151.04657534246576
ASN00037051	,169.62739726027397,169.62739726027397
ASN00038002	,158.01685393258427,158.01685393258427
ASN00039085	,193.79395604395606,193.79395604395606
ASN00040264	,167.38504155124653,167.38504155124653
ASN00040717	,151.8238993710692,151.8238993710692
ASN00040765	,162.14794520547946,162.14794520547946
ASN00041011	,100.63055555555556,100.63055555555556
ASN00041095	,90.70637119113573,90.70637119113573
ASN00041176	,106.61157024793388,106.61157024793388
ASN00041359	,107.4367816091954,107.4367816091954
ASN00043030	,135.32602739726028,135.32602739726028
ASN00046042	,136.6164383561644,136.6164383561644
ASN00048013	,138.43835616438355,138.43835616438355
ASN00055054	,108.10684931506849,108.10684931506849
ASN00056011	,79.39944903581267,79.39944903581267
ASN00056032	,81.72876712328767,81.72876712328767
ASN00059017	,115.58904109589041,115.58904109589041
ASN00061069	,107.50842696629213,107.50842696629213
ASN00061351	,112.95867768595042,112.95867768595042
ASN00066037	,141.84657534246574,141.84657534246574
ASN00066124	,117.41002949852508,117.41002949852508
ASN00069049	,67.61772853185596,67.61772853185596
ASN00069055	,128.43059490084985,128.43059490084985
ASN00072043	,53.33870967741935,53.33870967741935
ASN00072091	,41.89041095890411,41.89041095890411
ASN00073009	,93.01643835616439,93.01643835616439
ASN00073138	,75.40866873065015,75.40866873065015
ASN00078031	,81.96153846153847,81.96153846153847
ASN00080101	,83.692,83.692
ASN00081049	,84.77472527472527,84.77472527472527
ASN00085072	,89.87087912087912,89.87087912087912
ASN00085240	,87.94198895027624,87.94198895027624
