AFM00040948	,-15.166666666666666,-15.166666666666666
AG000060590	,137.51780821917808,137.51780821917808
AGM00060351	,122.30035335689045,122.30035335689045
AGM00060468	,61.78378378378378,61.78378378378378
AGM00060549	,96.8711111111111,96.8711111111111
AGM00060555	,144.08695652173913,144.08695652173913
AM000037791	,7.2368421052631575,7.2368421052631575
AR000087007	,13.36986301369863,13.36986301369863
AR000087217	,140.44383561643835,140.44383561643835
ARM00087467	,114.84586466165413,114.84586466165413
ARM00087506	,43.786407766990294,43.786407766990294
ARM00087548	,106.90181818181819,106.90181818181819
ARM00087596	,136.25,136.25
ARM00087791	,75.54854368932038,75.54854368932038
ASN00004097	,209.69182389937106,209.69182389937106
ASN00005069	,200.97712418300654,200.97712418300654
ASN00006011	,174.3123287671233,174.3123287671233
ASN00008039	,124.38356164383562,124.38356164383562
ASN00008051	,140.61369863013698,140.61369863013698
ASN00008093	,128.40531561461793,128.40531561461793
ASN00009038	,152.38011695906434,152.38011695906434
ASN00009131	,133.3013698630137,133.3013698630137
ASN00009194	,121.86225895316804,121.86225895316804
ASN00009518	,144.9608938547486,144.9608938547486
ASN00009842	,85.85164835164835,85.85164835164835
ASN00010007	,115.50602409638554,115.50602409638554
ASN00010622	,101.6043956043956,101.6043956043956
ASN00012074	,119.64425770308124,119.64425770308124
ASN00012242	,130.66666666666666,130.66666666666666
ASN00014153	,236.5158501440922,236.5158501440922
ASN00014213	,222.9890410958904,222.9890410958904
ASN00014402	,228.14689265536722,228.14689265536722
ASN00014504	,229.3217665615142,229.3217665615142
ASN00014612	,194.49025069637884,194.49025069637884
ASN00014633	,203.45288753799392,203.45288753799392
ASN00014903	,203.53698630136986,203.53698630136986
ASN00014924	,229.2865168539326,229.2865168539326
ASN00015131	,193.87087912087912,193.87087912087912
ASN00016001	,132.24653739612188,132.24653739612188
ASN00016085	,139.37087912087912,139.37087912087912
ASN00017099	,114.61643835616438,114.61643835616438
ASN00018014	,118.32676056338028,118.32676056338028
ASN00018191	,107.95752895752896,107.95752895752896
ASN00023057	,123.90536277602524,123.90536277602524
ASN00023090	,124.2,124.2
ASN00023747	,104.36263736263736,104.36263736263736
ASN00023849	,110.61643835616438,110.61643835616438
ASN00024041	,164.14285714285714,164.14285714285714
ASN00024521	,100.3157894736842,100.3157894736842
ASN00025034	,81.67372881355932,81.67372881355932
ASN00028004	,190.8986301369863,190.8986301369863
ASN00029039	,217.136563876652,217.136563876652
ASN00029126	,197.32602739726028,197.32602739726028
ASN00031034	,140.92792792792793,140.92792792792793
ASN00031190	,181.51685393258427,181.51685393258427
ASN00032141	,217.60061919504645,217.60061919504645
ASN00033047	,167.8780487804878,167.8780487804878
ASN00033257	,190.1900826446281,190.1900826446281
ASN00037043	,162.99706744868035,162.99706744868035
ASN00039083	,171.6,171.6
ASN00040004	,122.14246575342466,122.14246575342466
ASN00040112	,116.05555555555556,116.05555555555556
ASN00040241	,128.96438356164384,128.96438356164384
ASN00040451	,128.08835341365463,128.08835341365463
ASN00040697	,171.07202216066483,171.07202216066483
ASN00042023	,124.16758241758242,124.16758241758242
ASN00044021	,139.27671232876713,139.27671232876713
ASN00047048	,110.65028901734104,110.65028901734104
ASN00049019	,103.03647416413374,103.03647416413374
ASN00053048	,131.06027397260274,131.06027397260274
ASN00056018	,104.25142857142858,104.25142857142858
ASN00058037	,125.4986301369863,125.4986301369863
ASN00058130	,130.2023460410557,130.2023460410557
ASN00060026	,133.7917808219178,133.7917808219178
ASN00063023	,107.86187845303867,107.86187845303867
ASN00063254	,71.52328767123288,71.52328767123288
ASN00066062	,146.6164383561644,146.6164383561644
ASN00066137	,125.90934065934066,125.90934065934066
ASN00069134	,127.33333333333333,127.33333333333333
ASN00070091	,76.80654761904762,76.80654761904762
ASN00070328	,47.556291390728475,47.556291390728475
ASN00073007	,100.59663865546219,100.59663865546219
ASN00074114	,99.8854748603352,99.8854748603352
ASN00075032	,112.17260273972603,112.17260273972603
ASN00076031	,101.03561643835616,101.03561643835616
ASN00083024	,24.247863247863247,24.247863247863247
ASN00085280	,83.18630136986302,83.18630136986302
ASN00086354	,98.91145833333333,98.91145833333333
ASN00086375	,102.53164556962025,102.53164556962025
ASN00088109	,87.10112359550561,87.10112359550561
ASN00090173	,73.55616438356165,73.55616438356165
ASN00091079	,71.72602739726027,71.72602739726027
ASN00091091	,61.282967032967036,61.282967032967036
ASN00091232	,78.2958904109589,78.2958904109589
ASN00093014	,52.506410256410255,52.506410256410255
ASN00094157	,79.73972602739725,79.73972602739725
ASN00095027	,43.469613259668506,43.469613259668506
ASN00095060	,57.125,57.125
ASN00097067	,75.88615384615385,75.88615384615385
ASN00097073	,66.58630136986301,66.58630136986301
AU000015410	,-75.30684931506849,-75.30684931506849
AUM00011231	,22.893023255813954,22.893023255813954
AYM00089053	,-59.64363636363636,-59.64363636363636
AYM00089512	,-112.5609756097561,-112.5609756097561
BC008382520	,123.3444976076555,123.3444976076555
BGM00041891	,203.92156862745097,203.92156862745097
BL000085365	,150.28308823529412,150.28308823529412
BLM00085140	,185.38585209003216,185.38585209003216
BLM00085242	,19.585635359116022,19.585635359116022
BMM00048008	,175.97727272727272,175.97727272727272
BMM00048062	,219.47682119205297,219.47682119205297
BN000065335	,222.95634920634922,222.95634920634922
BOM00026832	,38.298892988929886,38.298892988929886
BOM00026961	,23.771653543307085,23.771653543307085
BOM00033027	,36.93238434163701,36.93238434163701
BR000083361	,228.25,228.25
BR002351003	,168.89756097560976,168.89756097560976
BR037953910	,234.0,234.0
BR048158910	,None,NaN
BRM00082900	,219.5,219.5
BRM00082915	,None,NaN
BRM00083332	,193.5,193.5
BRM00083746	,147.5,
BRM00083827	,172.6869918699187,172.6869918699187
